1,126.719
2,126.674
3,126.541
4,126.627
5,126.497
6,126.669
7,126.56
8,126.518
9,126.568
10,126.823
11,126.783
12,126.48
14,126.382
15,126.625
16,126.597
18,126.2
20,126.046
22,126.399
24,126.363
26,126.08
28,126.209
31,126.271
34,126.785
38,126.382
41,126.592
45,126.993
50,126.674
55,126.485
60,126.786
66,126.516
72,126.552
79,126.666
87,126.542
95,126.475
105,126.722
115,126.654
126,126.379
138,126.132
152,125.516
167,122.986
183,119.665
201,114.37
221,109.907
242,103.234
266,95.4093
292,88.462
320,82.5816
351,76.5041
385,70.8115
423,66.6844
464,62.054
509,58.8844
559,54.7465
614,51.9033
673,49.7897
739,47.7962
811,45.578
890,43.3135
977,41.4571
1072,39.5775
1177,37.7148
1292,36.2447
1417,34.6361
1556,33.6093
1707,32.4825
1874,31.5912
2057,30.5859
2257,29.5915
2477,29.0758
2719,28.497
2984,27.8027
3275,27.8274
3594,27.4656
3944,27.7104
4329,27.2486
4751,27.3394
5214,27.364
5722,27.3887
6280,27.7981
6893,28.5016
7565,28.1999
8302,28.6186
9112,29.3052
10000,29.7762
