1,126.711
2,126.674
3,126.612
4,126.709
5,126.373
6,126.674
7,126.548
8,126.514
9,126.431
10,126.562
11,126.762
12,126.506
14,126.323
15,126.756
16,126.528
18,126.089
20,126.091
22,126.061
24,126.245
26,126.101
28,126.659
31,126.346
34,126.746
38,126.708
41,126.399
45,126.76
50,126.779
55,126.422
60,126.383
66,126.366
72,126.614
79,126.619
87,126.943
95,126.389
105,126.908
115,126.766
126,126.38
138,126.265
152,125.778
167,124.031
183,121.045
201,116.834
221,113.272
242,107.721
266,100.629
292,94.4256
320,89.4442
351,84.649
385,79.4567
423,75.0756
464,70.9516
509,67.4695
559,64.2553
614,61.9985
673,58.949
739,56.5214
811,54.7835
890,52.5945
977,50.0853
1072,48.5444
1177,46.0814
1292,44.4096
1417,42.7548
1556,41.1399
1707,39.6406
1874,38.9232
2057,37.7148
2257,36.5988
2477,36.0554
2719,35.4319
2984,34.5745
3275,34.2466
3594,34.0141
3944,33.4123
4329,33.597
4751,33.3876
5214,33.6385
5722,33.4415
6280,33.8371
6893,33.8541
7565,34.2343
8302,34.6484
9112,34.9763
10000,36.1277
