7,4.86251e-05
8,0.00168504
9,0.0128137
10,0.0370077
11,0.0783637
12,0.147325
14,0.235141
15,0.330568
16,0.430771
18,0.531521
20,0.616268
22,0.690222
24,0.750494
26,0.800238
28,0.840771
31,0.871485
34,0.898838
38,0.915895
41,0.931101
45,0.940137
50,0.949367
55,0.954243
60,0.958448
66,0.9622
72,0.965054
79,0.96822
87,0.968842
95,0.970123
105,0.972195
115,0.972836
126,0.973581
138,0.974458
152,0.97537
167,0.976763
183,0.97748
201,0.977497
221,0.979373
242,0.979504
266,0.980897
292,0.981747
320,0.982668
351,0.981978
385,0.983433
423,0.984198
464,0.985297
509,0.985314
559,0.985861
614,0.987275
673,0.988334
739,0.988551
811,0.989069
890,0.990397
977,0.990176
1072,0.991547
1177,0.991539
1292,0.991891
1417,0.992108
1556,0.992563
1707,0.992921
1874,0.993586
2057,0.993745
2257,0.993186
2477,0.993941
2719,0.993512
2984,0.994012
3275,0.993263
3594,0.994309
3944,0.993667
4329,0.994206
4751,0.99371
5214,0.99414
5722,0.994435
6280,0.994108
6893,0.994142
7565,0.994112
8302,0.994329
9112,0.994341
10000,0.994601
