8,6.07567e-06
9,0.000133761
10,0.00142216
11,0.00751861
12,0.0237006
14,0.0596772
15,0.117363
16,0.195953
18,0.28873
20,0.390606
22,0.490167
24,0.575174
26,0.654528
28,0.72062
31,0.774117
34,0.818464
38,0.853588
41,0.878475
45,0.899129
50,0.914758
55,0.925677
60,0.932571
66,0.939332
72,0.945576
79,0.950395
87,0.951763
95,0.955744
105,0.95885
115,0.959448
126,0.960271
138,0.962369
152,0.964545
167,0.965928
183,0.966099
201,0.967943
221,0.967986
242,0.970442
266,0.971798
292,0.972243
320,0.974358
351,0.973156
385,0.974833
423,0.976862
464,0.977321
509,0.97793
559,0.97794
614,0.980191
673,0.980921
739,0.982232
811,0.983563
890,0.984704
977,0.984226
1072,0.986444
1177,0.986835
1292,0.987035
1417,0.988583
1556,0.988961
1707,0.989431
1874,0.990271
2057,0.991425
2257,0.991368
2477,0.992036
2719,0.991669
2984,0.992512
3275,0.992349
3594,0.992489
3944,0.993014
4329,0.992408
4751,0.993305
5214,0.992872
5722,0.99357
6280,0.99353
6893,0.993053
7565,0.993893
8302,0.993761
9112,0.993756
10000,0.994269
