7.99925,0.00230907
8.99915,1.29616
9.99905,30.1072
10.999,104.549
11.9989,125.141
13.9987,125.815
14.9986,125.818
15.9985,125.9
17.9983,126.046
19.9981,125.907
21.9979,125.829
23.9977,126.081
25.9975,125.875
27.9973,125.917
30.997,126.064
33.9967,98.9837
37.9963,101.187
40.996,121.508
44.9956,126.052
49.9951,126.174
54.9946,126.225
59.9941,126.226
65.9935,126.512
71.9929,126.286
78.9922,126.315
86.9914,126.146
94.9906,126.529
104.99,126.088
114.989,126.1
125.987,125.298
138.986,123.555
151.985,120.124
166.983,115.19
182.982,108.571
200.98,101.043
220.978,93.5004
241.976,86.6764
265.973,78.5038
291.971,72.6588
319.968,66.8399
350.965,61.9093
384.962,58.0885
422.958,54.414
463.954,51.2244
508.949,48.3827
558.944,45.6611
613.939,43.4028
672.933,41.3585
738.926,39.4374
810.919,37.6286
889.911,35.8306
976.902,34.4005
1071.89,33.0859
1176.88,31.9083
1291.87,30.315
1417.86,29.3083
1555.84,28.126
1707.83,27.3871
1873.81,25.9678
2056.79,25.2766
2256.77,24.8394
2476.75,24.1221
2718.73,23.5264
2983.7,23.2816
3274.67,23.0153
3593.64,22.5088
3944.61,22.1255
4328.57,22.3395
4750.52,22.2641
5214.48,21.9485
5722.43,22.2163
6280.37,21.9316
6892.31,22.2379
7564.24,22.5812
8302.17,22.7721
9112.09,23.0353
10000,23.3924
