3,8.49919e-05
4,0.0157564
5,0.107949
6,0.272342
7,0.427095
8,0.575581
9,0.699385
10,0.761509
11,0.81537
12,0.856419
14,0.888085
15,0.91085
16,0.930416
18,0.94448
20,0.955419
22,0.963607
24,0.970763
26,0.975672
28,0.979338
31,0.981653
34,0.985461
38,0.986867
41,0.988396
45,0.988411
50,0.989083
55,0.989851
60,0.989897
66,0.990585
72,0.990715
79,0.990534
87,0.990722
95,0.991512
105,0.99187
115,0.991769
126,0.99223
138,0.993115
152,0.99215
167,0.992742
183,0.993232
201,0.993654
221,0.994027
242,0.99433
266,0.994742
292,0.994724
320,0.995095
351,0.995803
385,0.995798
423,0.995983
464,0.996133
509,0.996791
559,0.997155
614,0.99692
673,0.997047
739,0.996975
811,0.997208
890,0.996989
977,0.997053
1072,0.997136
1177,0.996945
1292,0.996818
1417,0.997086
1556,0.996637
1707,0.996463
1874,0.99662
2057,0.996568
2257,0.995972
2477,0.99618
2719,0.995391
2984,0.995778
3275,0.995316
3594,0.995567
3944,0.995312
4329,0.99566
4751,0.99497
5214,0.995231
5722,0.994788
6280,0.994751
6893,0.994986
7565,0.99491
8302,0.994521
9112,0.995124
10000,0.994947
